company,item,calories,calories_from_fat,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbs_g,fiber_g,sugars_g,protein_g,weight_watchers_pnts
Wendy’s,"Honest Tropical Green Tea, Medium",9.0,,0.0,0.0,0.0,0.0,40.0,2.2,0.0,2.2,0.0,11.2
Wendy’s,"Honest Tropical Green Tea, Small",6.0,,0.0,0.0,0.0,0.0,25.0,1.4,0.0,1.4,0.0,7.4
Wendy’s,Hot Tea,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Wendy’s,"Limeade, Large",46.0,,0.0,0.0,0.0,0.0,55.0,11.7,0.0,11.1,0.0,57.1
Wendy’s,"Limeade, Medium",38.0,,0.0,0.0,0.0,0.0,45.0,9.8,0.0,9.3,0.0,47.3
Wendy’s,"Limeade, Small",23.0,,0.0,0.0,0.0,0.0,30.0,5.9,0.0,5.6,0.0,28.6
Wendy’s,"Minute Maid Light Lemonade, Large",1.5,,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,1.5
Wendy’s,"Minute Maid Light Lemonade, Medium",1.0,,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,1.0
Wendy’s,"Minute Maid Light Lemonade, Small",0.5,,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.5
Wendy’s,"Mocha Iced Coffee, Medium",21.0,,0.8,0.5,0.0,25.0,40.0,3.2,0.0,2.8,0.3,24.0
Wendy’s,"Mocha Iced Coffee, Small",17.0,,0.6,0.35,0.0,20.0,30.0,2.8,0.0,2.5,0.2,19.7
Wendy’s,"Pear Berry Fruit Tea, Large",32.0,,0.0,0.0,0.0,0.0,60.0,8.2,0.0,7.6,0.0,39.6
Wendy’s,"Pear Berry Fruit Tea, Medium",30.0,,0.0,0.0,0.0,0.0,50.0,7.6,0.0,7.0,0.0,37.0
Wendy’s,"Pear Berry Fruit Tea, Small",17.0,,0.0,0.0,0.0,0.0,30.0,4.4,0.0,4.0,0.0,21.0
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",10.0,,0.8,0.5,0.0,25.0,45.0,1.4,0.0,0.0,0.3,10.2
Wendy’s,"Skinny Vanilla Iced Coffee, Small",7.0,,0.5,0.35,0.0,15.0,30.0,0.6,0.0,0.0,0.2,7.2
Wendy’s,"Small Sprite, Small",20.0,,0.0,0.0,0.0,0.0,90.0,5.3,0.0,5.3,0.0,25.3
Wendy’s,"Sprite, Large",39.0,,0.0,0.0,0.0,0.0,180.0,10.5,0.0,10.5,0.0,49.5
Wendy’s,"Sprite, Medium",31.0,,0.0,0.0,0.0,0.0,140.0,8.4,0.0,8.4,0.0,39.4
Wendy’s,"Strawberry Lemonade, Large",48.0,,0.0,0.0,0.0,0.0,55.0,12.1,0.0,11.4,0.0,59.4
Wendy’s,"Strawberry Lemonade, Medium",38.0,,0.0,0.0,0.0,0.0,45.0,9.8,0.0,9.2,0.0,47.2
Wendy’s,"Strawberry Lemonade, Small",23.0,,0.0,0.0,0.0,0.0,30.0,5.8,0.0,5.4,0.0,28.4
Wendy’s,"Strawberry Sweet Tea, Large",27.0,,0.0,0.0,0.0,0.0,15.0,6.9,0.0,6.7,0.0,33.7
Wendy’s,"Strawberry Sweet Tea, Medium",24.0,,0.0,0.0,0.0,0.0,15.0,6.0,0.0,5.9,0.0,29.9
Wendy’s,"Strawberry Sweet Tea, Small",14.0,,0.0,0.0,0.0,0.0,10.0,3.6,0.0,3.5,0.0,17.5
Wendy’s,"Strawberry Tea, Large",9.0,,0.0,0.0,0.0,0.0,20.0,2.2,0.0,2.0,0.0,11.0
Wendy’s,"Strawberry Tea, Medium",6.0,,0.0,0.0,0.0,0.0,15.0,1.6,0.0,1.4,0.0,7.4
Wendy’s,"Strawberry Tea, Small",4.5,,0.0,0.0,0.0,0.0,10.0,1.1,0.0,1.0,0.0,5.5
Wendy’s,"Sweetened Iced Tea, Large",30.0,,0.0,0.0,0.0,0.0,25.0,7.7,0.0,7.5,0.0,37.5
Wendy’s,"Sweetened Iced Tea, Medium",22.0,,0.0,0.0,0.0,0.0,20.0,5.8,0.0,5.6,0.0,27.6
Wendy’s,"Sweetened Iced Tea, Small",16.0,,0.0,0.0,0.0,0.0,10.0,4.1,0.0,4.0,0.0,20.0
Wendy’s,"Vanilla Iced Coffee, Medium",25.0,,0.8,0.5,0.0,25.0,40.0,4.2,0.0,3.9,0.3,29.1
Wendy’s,"Vanilla Iced Coffee, Small",17.0,,0.6,0.35,0.0,20.0,30.0,2.8,0.0,2.6,0.2,19.8
Wendy’s,"Classic Chocolate Frosty, Junior",20.0,,0.5,0.3,0.0,20.0,90.0,3.3,0.0,2.7,0.6,22.4
Wendy’s,"Classic Chocolate Frosty, Large",59.0,,1.5,1.0,0.05,60.0,260.0,9.9,0.0,8.1,1.7,66.4
Wendy’s,"Classic Chocolate Frosty, Medium",47.0,,1.2,0.8,0.05,50.0,210.0,7.9,0.0,6.5,1.3,53.0
Wendy’s,"Classic Chocolate Frosty, Small",35.0,,0.9,0.6,0.0,35.0,150.0,5.8,0.0,4.7,1.0,39.3
Wendy’s,"Vanilla Frosty, Junior",19.0,,0.5,0.35,0.0,25.0,90.0,3.2,0.0,2.7,0.5,21.6
Wendy’s,"Vanilla Frosty, Large",57.0,,1.5,1.0,0.05,70.0,260.0,9.4,0.0,7.8,1.5,64.3
Wendy’s,"Vanilla Frosty, Medium",45.0,,1.2,0.8,0.05,55.0,210.0,7.5,0.0,6.3,1.2,50.9
Wendy’s,"Vanilla Frosty, Small",34.0,,0.9,0.6,0.0,45.0,160.0,5.6,0.0,4.7,0.9,38.4
Wendy’s,Chocolate Chunk Cookie,31.0,,1.6,0.8,0.0,20.0,210.0,4.0,0.2,2.4,0.3,33.9
Wendy’s,Double Chocolate Chunk Cookie,29.0,,1.4,0.7,0.0,20.0,230.0,3.9,0.4,2.1,0.4,31.4
Wendy’s,Sugar Cookie,33.0,,1.6,0.8,0.0,25.0,300.0,4.3,0.1,2.4,0.3,35.9
Wendy’s,Kids 2 Piece Chicken Tenders,20.0,,1.0,0.15,0.0,45.0,620.0,1.3,0.0,0.0,1.5,18.7
Wendy’s,Kids 4 Piece Chicken Nuggets,17.0,,1.1,0.2,0.0,35.0,340.0,1.0,0.0,0.0,0.9,16.3
Wendy’s,Kids Cheeseburger,28.0,,1.3,0.6,0.05,50.0,540.0,2.5,0.1,0.5,1.5,27.6
Wendy’s,Kids Grilled Chicken Wrap,27.0,,1.0,0.35,0.0,55.0,640.0,2.4,0.2,0.3,2.0,25.7
Wendy’s,Kids Hamburger,24.0,,0.9,0.35,0.05,40.0,350.0,2.4,0.1,0.5,1.3,23.6
Wendy’s,Artisan Egg Sandwich with Bacon,32.0,,1.7,0.8,0.0,245.0,750.0,2.5,0.1,0.4,1.8,31.4
Wendy’s,Artisan Egg Sandwich with Sausage,48.0,,3.3,1.3,0.0,275.0,980.0,2.7,0.1,0.4,2.1,47.6
Wendy’s,Bacon Breakfast Bowl,51.0,,2.8,0.9,0.0,245.0,1390.0,4.4,0.4,0.2,1.9,50.2
Wendy’s,Biggie Breakfast Sandwich,61.0,,4.0,1.5,0.0,290.0,1400.0,3.7,0.2,0.7,2.7,60.5
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,41.0,,2.4,1.3,0.0,235.0,970.0,3.4,0.1,0.5,1.5,41.3
Wendy’s,Fresh Baked Biscuit with Natural Sausage,59.0,,4.1,1.9,0.0,270.0,1270.0,3.6,0.1,0.6,2.0,59.5
Wendy’s,Gravy and Sausage Bowl,45.0,,2.2,0.6,0.0,220.0,1260.0,5.0,0.4,0.2,1.2,44.6
Wendy’s,Honey Butter Chicken Biscuit,50.0,,2.6,1.2,0.0,50.0,1120.0,4.8,0.1,0.9,1.9,50.2
Wendy’s,Sausage and Egg Burrito,36.0,,2.0,0.8,0.0,210.0,920.0,2.9,0.1,0.2,1.7,35.3
Wendy’s,Sausage and Gravy Biscuit,49.0,,2.9,1.4,0.0,20.0,1400.0,4.9,0.2,0.6,0.8,50.2
Wendy’s,Sausage Biscuit,48.0,,3.3,1.5,0.0,50.0,1010.0,3.5,0.1,0.5,1.2,48.8
Wendy’s,Sausage Breakfast Bowl,64.0,,4.2,1.4,0.0,270.0,1540.0,4.6,0.4,0.3,2.1,63.6
Wendy’s,"Seasoned Home-Style Potatoes, Large",36.0,,1.3,0.25,0.0,0.0,1080.0,5.7,0.6,0.1,0.5,35.9
Wendy’s,"Seasoned Home-Style Potatoes, Medium",25.0,,0.9,0.15,0.0,0.0,750.0,3.9,0.4,0.1,0.4,24.9
Wendy’s,"Seasoned Home-Style Potatoes, Small",23.0,,0.8,0.15,0.0,0.0,680.0,3.5,0.4,0.0,0.3,22.9
Wendy’s,Two Sausage and Egg Burritos,72.0,,4.1,1.6,0.0,420.0,1830.0,5.9,0.2,0.5,3.4,70.7
Wendy’s,Two Sausage Biscuits,96.0,,6.5,3.1,0.0,95.0,2020.0,7.0,0.3,1.0,2.3,97.8
KFC,Limited Time Cinnabon Dessert  Biscuits,29.0,,1.3,0.7,0.0,,580.0,4.0,0.2,1.7,0.4,31.0
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,39.0,,2.1,0.4,0.0,120.0,1190.0,1.1,0.2,0.0,3.9,35.5
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,13.0,,0.8,0.15,0.0,55.0,430.0,0.4,0.1,0.0,1.2,11.95
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,28.0,,1.9,0.45,0.0,100.0,910.0,0.8,0.1,0.0,1.9,26.55
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,13.0,,0.8,0.2,0.0,55.0,380.0,0.3,0.0,0.0,1.0,12.2
KFC,Chicken Breast,77.0,,6.0,1.0,0.0,105.0,1530.0,2.1,0.1,0.1,3.5,74.6
KFC,Chicken Drumstick,25.0,,2.1,0.35,0.0,50.0,530.0,0.6,0.1,0.0,1.1,24.25
KFC,Chicken Thigh,50.0,,4.0,0.7,0.0,100.0,970.0,1.1,0.1,0.1,2.2,48.6
KFC,Chicken Whole Wing,29.0,,2.5,0.4,0.0,45.0,520.0,0.6,0.1,0.1,1.0,28.5
KFC,Breast,26.0,,1.2,0.3,0.0,130.0,790.0,0.1,0.0,0.0,3.8,22.5
KFC,Drumstick,10.0,,0.6,0.15,0.0,55.0,260.0,0.0,0.0,0.0,1.1,9.05
KFC,Thigh,18.0,,1.2,0.35,0.0,90.0,470.0,0.0,0.0,0.0,1.7,16.65
KFC,Whole Wing,9.0,,0.6,0.15,0.0,45.0,210.0,0.1,0.0,0.0,0.9,8.25
KFC,Breast,54.0,,4.0,0.7,0.0,100.0,1390.0,1.4,0.2,0.1,3.1,51.7
KFC,Drumstick,19.0,,1.4,0.25,0.0,40.0,510.0,0.6,0.1,0.0,0.9,18.35
KFC,Thigh,39.0,,3.2,0.6,0.0,65.0,900.0,1.2,0.2,0.1,1.3,38.4
KFC,Whole Wing,18.0,,1.5,0.25,0.0,35.0,450.0,0.5,0.1,0.0,0.8,17.45
KFC,EXTRA CRISPY  Chicken Breast,53.0,,3.5,0.6,0.0,105.0,1150.0,1.8,0.0,0.0,3.5,50.1
KFC,EXTRA CRISPY  Chicken Drumstick,17.0,,1.2,0.2,0.0,50.0,390.0,0.5,0.0,0.0,1.0,16.2
KFC,EXTRA CRISPY  Chicken Thigh,33.0,,2.3,0.45,0.0,100.0,700.0,0.9,0.0,0.0,2.2,31.25
KFC,EXTRA CRISPY  Chicken Whole Wing,17.0,,1.3,0.2,0.0,45.0,340.0,0.5,0.0,0.0,1.0,16.2
KFC,KENTUCKY GRILLED CHICKEN Breast,21.0,,0.7,0.2,0.0,130.0,710.0,0.0,0.0,0.0,3.8,17.4
KFC,KENTUCKY GRILLED CHICKEN Drumstick,8.0,,0.4,0.1,0.0,55.0,220.0,0.0,0.0,0.0,1.1,7.0
KFC,KENTUCKY GRILLED CHICKEN Thigh,15.0,,0.9,0.3,0.0,90.0,420.0,0.0,0.0,0.0,1.7,13.6
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,7.0,,0.3,0.1,0.0,45.0,180.0,0.0,0.0,0.0,0.9,6.2
KFC,SPICY CRISPY CHICKEN Breast,35.0,,2.0,0.35,0.0,100.0,1100.0,1.1,0.1,0.0,3.0,32.35
KFC,SPICY CRISPY CHICKEN Drumstick,13.0,,0.8,0.15,0.0,40.0,420.0,0.5,0.1,0.0,0.9,12.25
KFC,SPICY CRISPY CHICKEN Thigh,27.0,,2.0,0.35,0.0,65.0,720.0,1.0,0.1,0.0,1.3,26.05
KFC,SPICY CRISPY CHICKEN Whole Wing,12.0,,0.8,0.15,0.0,35.0,350.0,0.5,0.0,0.0,0.7,11.45
KFC,EXTRA CRISPY  Tender (each),26.0,,1.4,0.2,0.0,50.0,610.0,1.5,,0.0,1.9,24.3
KFC,EXTRA CRISPY  Tender (each),22.0,,1.6,0.25,0.0,25.0,460.0,0.9,,0.0,1.0,21.25
KFC,KENTUCKY FRIED WINGS Buffalo,10.0,,0.7,0.15,0.0,20.0,310.0,0.3,0.0,0.0,0.5,9.65
KFC,KENTUCKY FRIED WINGS Honey BBQ,10.0,,0.6,0.1,0.0,20.0,210.0,0.8,0.0,0.4,0.5,10.0
KFC,KENTUCKY FRIED WINGS Nashville Hot,13.0,,1.1,0.2,0.0,20.0,230.0,0.4,0.0,0.0,0.5,12.7
KFC,KENTUCKY FRIED WINGS Unsauced,8.0,,0.6,0.1,0.0,20.0,150.0,0.3,0.0,0.0,0.5,7.6
KFC,POPCORN NUGGETS Kids,29.0,,1.9,0.25,0.0,30.0,870.0,1.9,0.1,0.0,1.3,27.95
KFC,POPCORN NUGGETS Large,62.0,,3.9,0.5,0.0,65.0,1820.0,3.9,0.2,0.0,2.7,59.8
KFC,BBQ Baked Beans,19.0,,0.1,0.0,0.0,0.0,650.0,3.4,0.7,1.5,1.1,19.4
KFC,Biscuit,18.0,,0.8,0.45,0.0,0.0,520.0,2.2,0.1,0.1,0.4,18.15
KFC,Coleslaw,17.0,,1.2,0.2,0.0,,180.0,1.4,0.4,1.0,0.1,18.1
KFC,Corn on the Cob,7.0,,0.05,0.0,0.0,0.0,0.0,1.7,0.2,0.3,0.2,7.1
KFC,Green Beans,2.5,,0.0,0.0,0.0,0.0,300.0,0.5,0.3,0.1,0.1,2.5
KFC,KFC® Cornbread Muffin,21.0,,0.9,0.15,0.0,35.0,240.0,2.8,,1.1,0.3,21.95
KFC,Macaroni & Cheese,14.0,,0.6,0.15,0.0,,590.0,1.7,0.1,0.2,0.5,13.85
KFC,Macaroni Salad,14.0,,0.8,0.1,0.0,15.0,290.0,1.4,0.0,0.9,0.1,14.9
KFC,Mashed Potatoes,11.0,,0.35,0.05,0.0,0.0,330.0,1.7,0.1,0.0,0.2,10.85
KFC,Mashed Potatoes With Gravy,13.0,,0.45,0.1,0.0,0.0,520.0,2.0,0.1,0.0,0.3,12.8
KFC,Potato Salad,34.0,,2.8,0.45,0.0,25.0,290.0,1.9,0.2,0.3,0.2,34.55
KFC,Secret Recipe Fries,32.0,,1.5,0.2,0.0,0.0,1100.0,4.1,0.3,0.0,0.5,31.7
KFC,Sweet Kernel Corn,7.0,,0.05,0.0,0.0,0.0,0.0,1.6,0.2,0.2,0.2,7.0
KFC,BBQ Baked Beans (Family),83.0,,0.5,0.1,0.0,0.0,2810.0,14.8,3.1,6.3,4.7,84.7
KFC,Coleslaw (Family),64.0,,4.6,0.7,0.0,15.0,670.0,5.4,1.4,3.7,0.4,68.0
KFC,Corn on the Cob (Family),28.0,,0.2,0.0,0.0,0.0,15.0,6.7,0.8,1.1,0.9,28.2
KFC,Green Beans (Family),8.0,,0.0,0.0,0.0,0.0,930.0,1.5,0.9,0.3,0.4,7.9
KFC,Macaroni & Cheese (Family),54.0,,2.3,0.6,0.0,10.0,2220.0,6.6,0.5,0.8,1.8,53.6
KFC,Macaroni Salad (Family),48.0,,2.8,0.35,0.0,55.0,990.0,5.0,0.0,3.0,0.3,51.05
KFC,Mashed Potatoes (Family),46.0,,1.5,0.3,0.0,0.0,1410.0,7.2,0.6,0.0,0.9,45.4
KFC,Mashed Potatoes With Gravy (Family),59.0,,2.1,0.5,0.0,0.0,2590.0,8.8,0.6,0.1,1.2,58.4
KFC,Potato Salad (Family),120.0,,9.8,1.6,0.0,80.0,1010.0,6.5,0.8,1.2,0.8,122.0
KFC,Secret Recipe Fries (Family),84.0,,4.0,0.5,0.0,0.0,2890.0,10.8,0.9,0.0,1.3,83.2
KFC,Sweet Kernel Corn (Family),28.0,,0.25,0.0,0.0,0.0,10.0,6.7,0.7,0.8,1.0,27.8
KFC,Chicken Littles,30.0,,1.5,0.25,0.0,30.0,620.0,2.7,0.1,0.3,1.4,29.15
KFC,Chicken Littles – Buffalo,31.0,,1.7,0.25,0.0,30.0,790.0,2.7,0.1,0.3,1.4,30.15
KFC,Chicken Littles – Honey BBQ,32.0,,1.5,0.25,0.0,30.0,680.0,3.1,0.1,0.7,1.4,31.55
KFC,Chicken Littles – Nashville Hot,34.0,,1.9,0.3,0.0,30.0,680.0,2.7,0.1,0.3,1.4,33.2
KFC,Classic Chicken Sandwich,65.0,,3.5,0.45,0.0,90.0,1260.0,4.9,0.1,0.6,3.4,62.65
KFC,Crispy Colonel’s Sandwich,47.0,,2.4,0.35,0.0,60.0,1170.0,3.9,,0.4,2.4,45.35
KFC,Crispy Colonel’s Sandwich – Buffalo,50.0,,2.7,0.4,0.0,60.0,1500.0,3.9,,0.4,2.4,48.4
KFC,Crispy Colonel’s Sandwich – Honey BBQ,51.0,,2.5,0.35,0.0,60.0,1290.0,4.8,,1.2,2.4,50.15
KFC,Crispy Colonel’s Sandwich – Nashville Hot,54.0,,3.2,0.45,0.0,60.0,1290.0,4.0,,0.5,2.4,52.55
KFC,Crispy Twister®,63.0,,3.4,0.7,0.0,70.0,1260.0,5.3,0.4,0.3,2.8,61.2
KFC,Honey BBQ Sandwich,35.0,,0.35,0.05,0.0,55.0,1350.0,5.5,0.2,2.2,2.4,34.85
KFC,Spicy Chicken Sandwich,62.0,,3.3,0.4,0.0,85.0,2140.0,4.9,0.1,0.6,3.4,59.6
KFC,Chicken Pot Pie,72.0,,4.1,2.5,0.0,80.0,1750.0,6.0,0.7,0.5,2.6,72.4
KFC,KFC® Famous Bowl,74.0,,3.5,0.6,0.0,45.0,2350.0,8.1,0.6,0.2,2.6,72.2
KFC,KFC® Famous Bowl – Snack Size,27.0,,1.4,0.35,0.0,20.0,850.0,2.7,0.2,0.1,1.1,26.35
KFC,Caesar Side Salad,4.0,,0.2,0.1,0.0,5.0,90.0,0.2,0.1,0.1,0.3,3.9
KFC,House Side Salad,1.5,,0.0,0.0,0.0,0.0,10.0,0.3,0.2,0.2,0.1,1.6
KFC,Heinz Buttermilk Dressing,16.0,,1.7,0.2,0.0,10.0,220.0,0.1,0.0,0.1,0.0,16.3
KFC,Hidden Valley The Original Ranch Fat Free Dressing,3.5,,0.0,0.0,0.0,0.0,410.0,0.8,0.0,0.2,0.1,3.6
KFC,KFC® Creamy Parmesan Caesar Dressing,26.0,,2.6,0.5,0.0,15.0,540.0,0.4,0.0,0.2,0.2,26.5
KFC,Marzetti Light Italian Dressing,1.5,,0.05,0.0,0.0,0.0,510.0,0.2,0.0,0.1,0.0,1.6
KFC,Parmesan Garlic Croutons,6.0,,0.3,0.0,0.0,0.0,135.0,0.8,,0.0,0.2,5.8
KFC,Apple Turnover,23.0,,1.0,0.25,0.0,0.0,140.0,3.2,,1.2,0.2,24.25
KFC,Café Valley Chocolate Chip Cake (1 Slice),30.0,,1.5,0.3,0.0,50.0,260.0,3.9,0.1,2.7,0.4,32.6
KFC,Café Valley Lemon Cake (1 Slice),22.0,,1.0,0.2,0.0,30.0,170.0,3.0,0.0,2.0,0.2,24.0
KFC,Café Valley Mini Chocolate Chip Cake,30.0,,1.2,0.25,0.0,40.0,190.0,4.9,0.1,3.5,0.3,33.45
KFC,Café Valley Mini Lemon Cake,30.0,,1.3,0.25,0.0,50.0,230.0,4.3,0.0,3.1,0.3,33.05
KFC,Chocolate Chip Cookie,12.0,,0.6,0.3,0.0,,70.0,1.8,0.1,1.2,0.1,13.4
KFC,Oreo Cookies and Crème Pie,27.0,,1.3,0.8,0.0,,210.0,3.5,0.1,2.4,0.3,29.9
KFC,Reese’s Peanut Butter Pie,30.0,,1.7,0.9,0.0,,270.0,3.3,0.1,2.2,0.5,32.6
KFC,BBQ – Dipping Sauce Cup,4.5,,0.0,0.0,0.0,0.0,150.0,1.1,0.0,1.1,0.0,5.6
KFC,Colonel’s Buttery Spread,3.5,,0.4,0.15,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3.65
KFC,Grape Jelly Packet,3.5,,0.0,0.0,0.0,0.0,10.0,0.9,0.0,0.7,0.0,4.2
KFC,Honey Mustard – Dipping Sauce Cup,11.0,,0.9,0.15,0.0,,120.0,0.6,0.0,0.6,0.0,11.75
KFC,Honey Sauce Packet,3.0,,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,3.5
KFC,Ketchup,3.0,,0.0,0.0,0.0,0.0,250.0,0.8,0.0,0.6,0.0,3.6
KFC,KFC Sauce – Dipping Sauce Cup,9.0,,0.8,0.15,0.0,10.0,170.0,0.5,0.0,0.5,0.0,9.65
KFC,Lemon Juice Packet,0.5,,0.0,0.0,0.0,0.0,20.0,0.1,0.0,0.0,0.0,0.5
KFC,Ranch – Dipping Sauce Cup,13.0,,1.4,0.25,0.0,10.0,240.0,0.2,0.0,0.1,0.0,13.35
KFC,Strawberry Jam Packet,3.5,,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.0,4.1
KFC,Capri Sun® 100% Juice Fruit Punch,8.0,,0.0,0.0,0.0,0.0,25.0,2.1,0.0,2.0,0.0,10.0
KFC,Chocolate Milk 1%,15.0,,0.25,0.15,0.0,10.0,170.0,2.6,0.0,2.3,0.7,16.75
KFC,Milk 1%,9.0,,0.2,0.15,0.0,10.0,105.0,1.0,0.0,1.0,0.7,9.45
KFC,Musselman’s™ Applesauce,4.5,,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.8,0.0,5.3
KFC,7UP® (12 fl oz),14.0,,0.0,0.0,0.0,0.0,50.0,3.5,0.0,3.5,0.0,17.5
KFC,7UP® (16 fl oz),19.0,,0.0,0.0,0.0,0.0,70.0,4.6,0.0,4.6,0.0,23.6
KFC,7UP® (20 fl oz),24.0,,0.0,0.0,0.0,0.0,85.0,5.8,0.0,5.8,0.0,29.8
KFC,7UP® (30 fl oz),35.0,,0.0,0.0,0.0,0.0,125.0,8.7,0.0,8.7,0.0,43.7
KFC,Classic Lemonade (1/2 Gallon),88.0,,0.0,0.0,0.0,0.0,780.0,23.4,0.0,22.8,0.0,110.8
KFC,Classic Lemonade (20 fl oz),14.0,,0.0,0.0,0.0,0.0,130.0,3.9,0.0,3.8,0.0,17.8
KFC,Code Red Mountain Dew® (12 fl oz),17.0,,0.0,0.0,0.0,0.0,50.0,4.6,0.0,4.6,0.0,21.6
KFC,Code Red Mountain Dew® (16 fl oz),23.0,,0.0,0.0,0.0,0.0,65.0,6.2,0.0,6.2,0.0,29.2
KFC,Code Red Mountain Dew® (20 fl oz),29.0,,0.0,0.0,0.0,0.0,85.0,7.7,0.0,7.7,0.0,36.7
KFC,Code Red Mountain Dew® (30 fl oz),43.0,,0.0,0.0,0.0,0.0,125.0,11.6,0.0,11.5,0.0,54.5
KFC,Diet Dr Pepper® (12 fl oz),0.0,,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Dr Pepper® (16 fl oz),0.0,,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Dr Pepper® (20 fl oz),0.0,,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Dr Pepper® (30 fl oz),0.0,,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Mist Twst® (12 fl oz),0.0,,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Mist Twst® (16 fl oz),0.0,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Mist Twst® (20 fl oz),0.0,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Mist Twst® (30 fl oz),0.5,,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.5
KFC,Diet Mountain Dew® (12 fl oz),0.0,,0.0,0.0,0.0,0.0,55.0,0.1,0.0,0.0,0.0,0.0
KFC,Diet Mountain Dew® (16 fl oz),0.5,,0.0,0.0,0.0,0.0,75.0,0.1,0.0,0.0,0.0,0.5
KFC,Diet Mountain Dew® (20 fl oz),1.0,,0.0,0.0,0.0,0.0,90.0,0.1,0.0,0.1,0.0,1.1
KFC,Diet Mountain Dew® (30 fl oz),1.0,,0.0,0.0,0.0,0.0,140.0,0.1,0.0,0.1,0.0,1.1
KFC,Diet Pepsi® (12 fl oz),0.0,,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® (16 fl oz),0.0,,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® (20 fl oz),0.0,,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® (30 fl oz),0.0,,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0.0,,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0.0,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0.0,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0.0,,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0
KFC,Dr Pepper® (12 fl oz),14.0,,0.0,0.0,0.0,0.0,45.0,3.9,0.0,3.8,0.0,17.8
KFC,Dr Pepper® (16 fl oz),19.0,,0.0,0.0,0.0,0.0,60.0,5.2,0.0,5.1,0.0,24.1
KFC,Dr Pepper® (20 fl oz),24.0,,0.0,0.0,0.0,0.0,75.0,6.5,0.0,6.4,0.0,30.4
KFC,Dr Pepper® (30 fl oz),36.0,,0.0,0.0,0.0,0.0,110.0,9.8,0.0,9.6,0.0,45.6
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),8.0,,0.0,0.0,0.0,0.0,40.0,2.2,0.0,2.2,0.0,10.2
KFC,Lipton® Brisk® Lemon Tea (16 fl oz),11.0,,0.0,0.0,0.0,0.0,55.0,2.9,0.0,2.9,0.0,13.9
KFC,Lipton® Brisk® Lemon Tea (20 fl oz),14.0,,0.0,0.0,0.0,0.0,70.0,3.6,0.0,3.6,0.0,17.6
KFC,Lipton® Brisk® Lemon Tea (30 fl oz),21.0,,0.0,0.0,0.0,0.0,105.0,5.5,0.0,5.4,0.0,26.4
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0.0,,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0
