company,item,calories,calories_from_fat,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbs_g,fiber_g,sugars_g,protein_g,weight_watchers_pnts
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0.0,,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),0.5,,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.5
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),1.0,,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,1.0
KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),8.0,,0.0,0.0,0.0,0.0,45.0,2.0,0.0,2.0,0.0,10.0
KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),10.0,,0.0,0.0,0.0,0.0,55.0,2.6,0.0,2.6,0.0,12.6
KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),13.0,,0.0,0.0,0.0,0.0,70.0,3.3,0.0,3.3,0.0,16.3
KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),19.0,,0.0,0.0,0.0,0.0,110.0,4.9,0.0,4.9,0.0,23.9
KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),8.0,,0.0,0.0,0.0,0.0,45.0,2.2,0.0,2.1,0.0,10.1
KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),11.0,,0.0,0.0,0.0,0.0,65.0,2.9,0.0,2.9,0.0,13.9
KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),13.0,,0.0,0.0,0.0,0.0,80.0,3.6,0.0,3.6,0.0,16.6
KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),20.0,,0.0,0.0,0.0,0.0,120.0,5.4,0.0,5.4,0.0,25.4
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0.0,,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0.0,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0.0,,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0.0,,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0
KFC,Manzanita Sol® (12 fl oz),16.0,,0.0,0.0,0.0,0.0,35.0,4.2,0.0,4.2,0.0,20.2
KFC,Manzanita Sol® (16 fl oz),21.0,,0.0,0.0,0.0,0.0,45.0,5.7,0.0,5.7,0.0,26.7
KFC,Manzanita Sol® (20 fl oz),26.0,,0.0,0.0,0.0,0.0,55.0,7.1,0.0,7.1,0.0,33.1
KFC,Manzanita Sol® (30 fl oz),40.0,,0.0,0.0,0.0,0.0,80.0,10.6,0.0,10.6,0.0,50.6
KFC,Miranda® Strawberry (12 fl oz),16.0,,0.0,0.0,0.0,0.0,70.0,4.4,0.0,4.4,0.0,20.4
KFC,Miranda® Strawberry (16 fl oz),22.0,,0.0,0.0,0.0,0.0,95.0,5.8,0.0,5.8,0.0,27.8
KFC,Miranda® Strawberry (20 fl oz),27.0,,0.0,0.0,0.0,0.0,120.0,7.3,0.0,7.3,0.0,34.3
KFC,Miranda® Strawberry (30 fl oz),41.0,,0.0,0.0,0.0,0.0,180.0,10.9,0.0,10.9,0.0,51.9
KFC,Mist Twst® (12 fl oz),15.0,,0.0,0.0,0.0,0.0,35.0,4.1,0.0,4.1,0.0,19.1
KFC,Mist Twst® (16 fl oz),20.0,,0.0,0.0,0.0,0.0,45.0,5.4,0.0,5.4,0.0,25.4
KFC,Mist Twst® (20 fl oz),26.0,,0.0,0.0,0.0,0.0,55.0,6.8,0.0,6.8,0.0,32.8
KFC,Mist Twst® (30 fl oz),38.0,,0.0,0.0,0.0,0.0,80.0,10.1,0.0,10.1,0.0,48.1
KFC,MNT DEW Sweet Lightning (20 fl oz),12.0,,0.0,0.0,0.0,0.0,190.0,3.2,0.0,2.5,0.0,14.5
KFC,Mountain Dew® (12 fl oz),16.0,,0.0,0.0,0.0,0.0,50.0,4.4,0.0,4.4,0.0,20.4
KFC,Mountain Dew® (16 fl oz),22.0,,0.0,0.0,0.0,0.0,70.0,5.9,0.0,5.8,0.0,27.8
KFC,Mountain Dew® (20 fl oz),27.0,,0.0,0.0,0.0,0.0,85.0,7.3,0.0,7.3,0.0,34.3
KFC,Mountain Dew® (30 fl oz),41.0,,0.0,0.0,0.0,0.0,125.0,11.0,0.0,10.9,0.0,51.9
KFC,Mug Root Beer® (12 fl oz),14.0,,0.0,0.0,0.0,0.0,45.0,3.9,0.0,3.9,0.0,17.9
KFC,Mug Root Beer® (16 fl oz),19.0,,0.0,0.0,0.0,0.0,60.0,5.2,0.0,5.2,0.0,24.2
KFC,Mug Root Beer® (20 fl oz),24.0,,0.0,0.0,0.0,0.0,75.0,6.5,0.0,6.5,0.0,30.5
KFC,Mug Root Beer® (30 fl oz),36.0,,0.0,0.0,0.0,0.0,110.0,9.8,0.0,9.8,0.0,45.8
KFC,Pepsi Zero Sugar® (12 fl oz),0.0,,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
KFC,Pepsi Zero Sugar® (16 fl oz),0.0,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
KFC,Pepsi Zero Sugar® (20 fl oz),0.0,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
KFC,Pepsi Zero Sugar® (30 fl oz),0.0,,0.0,0.0,0.0,0.0,95.0,0.1,0.0,0.0,0.0,0.0
KFC,Pepsi® (12 fl oz),15.0,,0.0,0.0,0.0,0.0,30.0,4.1,0.0,4.1,0.0,19.1
KFC,Pepsi® (16 fl oz),20.0,,0.0,0.0,0.0,0.0,45.0,5.5,0.0,5.5,0.0,25.5
KFC,Pepsi® (20 fl oz),25.0,,0.0,0.0,0.0,0.0,55.0,6.9,0.0,6.9,0.0,31.9
KFC,Pepsi® (30 fl oz),38.0,,0.0,0.0,0.0,0.0,80.0,10.4,0.0,10.3,0.0,48.3
KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0.0,,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0.0,,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0
KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0.0,,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),0.5,,0.0,0.0,0.0,0.0,120.0,0.1,0.0,0.0,0.0,0.5
KFC,Strawberry Lemonade (1/2 Gallon),95.0,,0.0,0.0,0.0,0.0,790.0,27.0,0.0,26.4,0.0,121.4
KFC,Strawberry Lemonade (20 fl oz),17.0,,0.0,0.0,0.0,0.0,130.0,4.5,0.0,4.4,0.0,21.4
KFC,Tropicana® Fruit Punch (12 fl oz),17.0,,0.0,0.0,0.0,0.0,35.0,4.5,0.0,4.5,0.0,21.5
KFC,Tropicana® Fruit Punch (16 fl oz),23.0,,0.0,0.0,0.0,0.0,45.0,6.0,0.0,6.0,0.0,29.0
KFC,Tropicana® Fruit Punch (20 fl oz),28.0,,0.0,0.0,0.0,0.0,60.0,7.5,0.0,7.5,0.0,35.5
KFC,Tropicana® Fruit Punch (30 fl oz),42.0,,0.0,0.0,0.0,0.0,90.0,11.3,0.0,11.2,0.0,53.2
KFC,Tropicana® Light Lemonade (12 fl oz),0.5,,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.5
KFC,Tropicana® Light Lemonade (16 fl oz),1.0,,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0
KFC,Tropicana® Light Lemonade (20 fl oz),1.0,,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,1.0
KFC,Tropicana® Light Lemonade (30 fl oz),1.5,,0.0,0.0,0.0,0.0,350.0,0.1,0.0,0.0,0.0,1.5
KFC,Tropicana® Pink Lemonade (12 fl oz),15.0,,0.0,0.0,0.0,0.0,160.0,4.0,0.0,4.0,0.0,19.0
KFC,Tropicana® Pink Lemonade (16 fl oz),21.0,,0.0,0.0,0.0,0.0,210.0,5.3,0.0,5.3,0.0,26.3
KFC,Tropicana® Pink Lemonade (20 fl oz),26.0,,0.0,0.0,0.0,0.0,260.0,6.7,0.0,6.7,0.0,32.7
KFC,Tropicana® Pink Lemonade (30 fl oz),39.0,,0.0,0.0,0.0,0.0,390.0,10.0,0.0,10.0,0.0,49.0
KFC,Tropicana® Twister® Orange (12 fl oz),17.0,,0.0,0.0,0.0,0.0,35.0,4.6,0.0,4.6,0.0,21.6
KFC,Tropicana® Twister® Orange (16 fl oz),23.0,,0.0,0.0,0.0,0.0,50.0,6.1,0.0,6.1,0.0,29.1
KFC,Tropicana® Twister® Orange (20 fl oz),29.0,,0.0,0.0,0.0,0.0,60.0,7.6,0.0,7.6,0.0,36.6
KFC,Tropicana® Twister® Orange (30 fl oz),43.0,,0.0,0.0,0.0,0.0,90.0,11.5,0.0,11.4,0.0,54.4
KFC,Wild Cherry Pepsi® (12 fl oz),16.0,,0.0,0.0,0.0,0.0,30.0,4.2,0.0,4.2,0.0,20.2
KFC,Wild Cherry Pepsi® (16 fl oz),21.0,,0.0,0.0,0.0,0.0,40.0,5.6,0.0,5.6,0.0,26.6
KFC,Wild Cherry Pepsi® (20 fl oz),26.0,,0.0,0.0,0.0,0.0,50.0,7.0,0.0,7.0,0.0,33.0
KFC,Wild Cherry Pepsi® (30 fl oz),39.0,,0.0,0.0,0.0,0.0,80.0,10.5,0.0,10.5,0.0,49.5
KFC,Country Fried Steak without Peppered White Gravy,36.0,,2.4,0.7,0.1,35.0,750.0,2.2,0.2,0.0,1.3,35.4
KFC,Country Fried Steak with Peppered White Gravy,39.0,,2.6,0.7,0.1,35.0,910.0,2.6,0.2,0.0,1.3,38.4
KFC,KFC® Gizzards,30.0,,1.6,0.2,0.0,210.0,770.0,1.8,,0.0,2.0,28.2
KFC,KFC® Livers,23.0,,1.3,0.25,0.0,285.0,750.0,1.2,0.0,0.0,1.7,21.55
Taco Bell,Bacon Club Chalupa,44.0,24.0,2.7,0.5,0.0,50.0,840.0,3.1,0.2,0.3,2.0,
Taco Bell,Blue Raspberry Freeze™ (16 oz),12.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,3.0,0.0,
Taco Bell,Blue Raspberry Freeze™ (20 oz),15.0,0.0,0.0,0.0,0.0,0.0,40.0,3.8,0.0,3.8,0.0,
Taco Bell,Loaded Nacho Taco,25.0,11.0,1.2,0.45,0.0,25.0,610.0,2.4,0.3,0.2,1.0,
Taco Bell,Midnight Berry Freeze™ (16 oz),14.0,0.0,0.0,0.0,0.0,0.0,35.0,3.5,0.0,3.4,0.0,
Taco Bell,Midnight Berry Freeze™ (20 oz),17.0,0.0,0.0,0.0,0.0,0.0,40.0,4.3,0.0,4.2,0.0,
Taco Bell,Nacho Fries,32.0,16.0,1.8,0.15,0.0,,630.0,3.5,0.4,0.2,0.4,
Taco Bell,Nacho Fries BellGrande®,71.0,36.0,4.0,0.6,0.0,30.0,1440.0,7.3,1.0,0.4,1.3,
Taco Bell,Black Bean Chalupa – Online Exclusive,33.0,14.0,1.5,0.3,0.0,10.0,430.0,3.9,0.5,0.3,1.0,
Taco Bell,Black Bean Quesarito – Online Exclusive,63.0,27.0,2.9,1.0,0.0,35.0,1260.0,7.3,0.7,0.5,1.9,
Taco Bell,Quesarito – Online Exclusive,65.0,30.0,3.3,1.2,0.05,55.0,1390.0,6.7,0.6,0.5,2.2,
Taco Bell,Chalupa Supreme® – Beef,35.0,17.0,1.8,0.5,0.0,25.0,560.0,3.3,0.4,0.3,1.3,
Taco Bell,Chalupa Supreme® – Chicken,33.0,14.0,1.5,0.35,0.0,35.0,560.0,3.1,0.2,0.3,1.6,
Taco Bell,Chalupa Supreme® – Steak,33.0,14.0,1.6,0.4,0.0,30.0,530.0,3.2,0.2,0.3,1.5,
Taco Bell,Cheesy Gordita Crunch,50.0,25.0,2.8,1.0,0.05,55.0,850.0,4.1,0.5,0.4,2.0,
Taco Bell,Crunchy Taco,17.0,8.0,0.9,0.35,0.0,25.0,310.0,1.3,0.3,,0.8,
Taco Bell,Crunchy Taco Supreme®,19.0,10.0,1.1,0.45,0.0,25.0,340.0,1.5,0.3,0.2,0.8,
Taco Bell,Loaded Nacho Taco (New),25.0,11.0,1.2,0.45,0.0,25.0,610.0,2.4,0.3,0.2,1.0,
Taco Bell,Nacho Cheese Doritos® Locos Taco,17.0,8.0,0.9,0.35,0.0,25.0,360.0,1.3,0.3,,0.8,
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,19.0,10.0,1.1,0.45,0.0,30.0,380.0,1.5,0.3,0.2,0.8,
Taco Bell,Soft Taco – Beef,18.0,8.0,0.9,0.4,0.0,25.0,500.0,1.7,0.3,0.1,0.9,
Taco Bell,Soft Taco – Chicken,16.0,5.0,0.5,0.25,0.0,30.0,500.0,1.6,0.1,0.1,1.2,
Taco Bell,Soft Taco Supreme®,,,,,,,,,,,,
Taco Bell,Soft Taco – Beef,21.0,9.0,1.0,0.5,0.0,25.0,520.0,2.0,0.3,0.2,1.0,
Taco Bell,Soft Taco – Chicken,18.0,6.0,0.7,0.35,0.0,35.0,520.0,1.8,0.2,0.2,1.3,
Taco Bell,Bean Burrito (V),35.0,8.0,0.9,0.35,0.0,5.0,1000.0,5.4,1.1,0.3,1.3,
Taco Bell,Beefy 5-Layer Burrito,49.0,16.0,1.8,0.7,0.0,30.0,1250.0,6.3,0.9,0.5,1.8,
Taco Bell,Burrito Supreme® – Beef,39.0,13.0,1.4,0.6,0.0,25.0,1110.0,5.1,0.9,0.4,1.6,
Taco Bell,Burrito Supreme® – Chicken,37.0,10.0,1.1,0.45,0.0,35.0,1110.0,4.9,0.8,0.4,1.9,
Taco Bell,Burrito Supreme® – Steak,37.0,11.0,1.2,0.5,0.0,30.0,1090.0,4.9,0.7,0.4,1.8,
Taco Bell,Chili Cheese Burrito (regional),37.0,15.0,1.7,0.8,0.0,35.0,970.0,4.0,0.4,0.2,1.6,
Taco Bell,Quesarito – Beef,65.0,30.0,3.3,1.2,0.05,55.0,1390.0,6.7,0.6,0.5,2.2,
Taco Bell,Quesarito – Chicken,62.0,27.0,2.9,1.1,0.0,65.0,1390.0,6.6,0.4,0.4,2.5,
Taco Bell,Quesarito – Steak,63.0,27.0,3.0,1.1,0.0,60.0,1370.0,6.6,0.4,0.4,2.4,
Taco Bell,Chips and Nacho Cheese Sauce (V),22.0,12.0,1.3,0.15,0.0,,250.0,2.4,0.2,0.2,0.2,
Taco Bell,Nacho Fries (V) (New),32.0,16.0,1.8,0.15,0.0,,630.0,3.5,0.4,0.2,0.4,
Taco Bell,Nacho Fries BellGrande® (New),71.0,36.0,4.0,0.6,0.0,30.0,1440.0,7.3,1.0,0.4,1.3,
Taco Bell,Nachos BellGrande® – Beef,74.0,34.0,3.8,0.7,0.0,25.0,1050.0,8.2,1.5,0.5,1.6,
Taco Bell,Nachos BellGrande® – Chicken,72.0,31.0,3.5,0.6,0.0,35.0,1050.0,8.1,1.4,0.5,2.0,
Taco Bell,Nachos BellGrande® – Steak,72.0,32.0,3.6,0.6,0.0,30.0,1030.0,8.1,1.4,0.5,1.9,
Taco Bell,Beef Quesarito,65.0,30.0,3.3,1.2,0.05,55.0,1390.0,6.7,0.6,0.5,2.2,
Taco Bell,Black Bean Quesarito (V),63.0,27.0,2.9,1.0,0.0,35.0,1260.0,7.3,0.7,0.5,1.9,
Taco Bell,Quesadilla – Cheese (V),47.0,23.0,2.5,1.2,0.05,50.0,990.0,3.7,0.4,0.2,1.9,
Taco Bell,Quesadilla – Chicken,51.0,24.0,2.6,1.2,0.05,75.0,1250.0,3.8,0.4,0.2,2.7,
Taco Bell,Quesadilla – Steak,52.0,24.0,2.7,1.2,0.05,70.0,1230.0,3.8,0.4,0.2,2.7,
Taco Bell,Bacon Club Chalupa – Specialties,44.0,24.0,2.7,0.5,0.0,50.0,840.0,3.1,0.2,0.3,2.0,
Taco Bell,Black Bean Chalupa – Specialties,33.0,14.0,1.5,0.3,0.0,10.0,430.0,3.9,0.5,0.3,1.0,
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,51.0,16.0,1.7,0.45,0.0,5.0,1080.0,7.7,0.8,0.6,1.3,
Taco Bell,Black Bean Quesarito – Specialties,63.0,27.0,2.9,1.0,0.0,35.0,1260.0,7.3,0.7,0.5,1.9,
Taco Bell,Chalupa Supreme® – Specialties,35.0,17.0,1.8,0.5,0.0,25.0,560.0,3.3,0.4,0.3,1.3,
Taco Bell,Cheesy Gordita Crunch – Specialties,50.0,25.0,2.8,1.0,0.05,55.0,850.0,4.1,0.5,0.4,2.0,
Taco Bell,Cheesy Roll Up – Specialties,18.0,8.0,0.9,0.5,0.0,20.0,430.0,1.5,0.2,,0.9,
Taco Bell,Crunchwrap Supreme® – Specialties,53.0,19.0,2.1,0.6,0.0,25.0,1200.0,7.1,0.6,0.6,1.6,
Taco Bell,Crunchy Taco – Specialties,17.0,8.0,0.9,0.35,0.0,25.0,310.0,1.3,0.3,,0.8,
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,17.0,8.0,0.9,0.35,0.0,25.0,360.0,1.3,0.3,,0.8,
Taco Bell,Nachos BellGrande® – Specialties,74.0,34.0,3.8,0.7,0.0,25.0,1050.0,8.2,1.5,0.5,1.6,
Taco Bell,Power Menu Bowl – Specialties,47.0,17.0,1.9,0.6,0.0,70.0,1200.0,5.0,0.7,0.2,2.6,
Taco Bell,Quesadilla – Specialties,51.0,24.0,2.6,1.2,0.05,75.0,1250.0,3.8,0.4,0.2,2.7,
Taco Bell,Quesarito – Specialties,65.0,30.0,3.3,1.2,0.05,55.0,1390.0,6.7,0.6,0.5,2.2,
Taco Bell,Soft Taco – Specialties,18.0,8.0,0.9,0.4,0.0,25.0,500.0,1.7,0.3,0.1,0.9,
Taco Bell,Soft Taco Supreme – Specialties,21.0,9.0,1.0,0.5,0.0,25.0,520.0,2.0,0.3,0.2,1.0,
Taco Bell,Veggie Power Menu Bowl – Specialties,43.0,16.0,1.7,0.5,0.0,20.0,810.0,5.7,1.0,0.2,1.2,
Taco Bell,Black Beans & Rice (V),17.0,3.0,0.35,0.0,0.0,0.0,320.0,3.1,0.4,0.0,0.4,
Taco Bell,Black Beans (V),5.0,1.0,0.1,0.0,0.0,0.0,135.0,0.8,0.3,0.0,0.2,
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),16.0,8.0,0.9,0.2,0.0,5.0,80.0,1.7,0.0,1.0,0.2,
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),93.0,48.0,5.3,1.3,0.2,40.0,480.0,10.4,0.3,5.9,0.9,
Taco Bell,Cinnamon Twists (V),17.0,5.0,0.6,0.0,0.0,0.0,210.0,2.7,,1.3,0.1,
Taco Bell,Diablo Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,
Taco Bell,Fire Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,
Taco Bell,Hot Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,
Taco Bell,Mild Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),12.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,3.0,0.0,
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),15.0,0.0,0.0,0.0,0.0,0.0,40.0,3.8,0.0,3.8,0.0,
Taco Bell,Dragon Fruit Freeze (16 oz),19.0,0.0,0.0,0.0,0.0,0.0,50.0,4.9,0.0,4.7,0.0,
Taco Bell,Dragon Fruit Freeze (20 oz),23.0,0.0,0.0,0.0,0.0,0.0,60.0,5.9,0.0,5.7,0.0,
Taco Bell,Lowfat Milk – CA (Regional),10.0,2.0,0.2,0.15,0.0,10.0,130.0,1.3,0.0,1.2,0.9,
Taco Bell,Lowfat Milk – Federal (Regional),8.0,2.0,0.2,0.15,0.0,10.0,100.0,1.0,0.0,0.9,0.7,
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),14.0,0.0,0.0,0.0,0.0,0.0,35.0,3.5,0.0,3.4,0.0,
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),17.0,0.0,0.0,0.0,0.0,0.0,40.0,4.3,0.0,4.2,0.0,
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),15.0,0.0,0.0,0.0,0.0,0.0,45.0,4.1,0.0,4.1,0.0,
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),19.0,0.0,0.0,0.0,0.0,0.0,55.0,5.1,0.0,5.1,0.0,
Taco Bell,Orange Juice,14.0,0.0,0.0,0.0,0.0,0.0,20.0,3.3,,2.8,0.2,
Taco Bell,Premium Hot Coffee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,
Taco Bell,Regular Iced Coffee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,
Taco Bell,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Taco Bell,Wild Strawberry Freeze™ (16 oz),15.0,0.0,0.0,0.0,0.0,0.0,40.0,4.1,0.0,4.1,0.0,
Taco Bell,Wild Strawberry Freeze™ (20 oz),19.0,0.0,0.0,0.0,0.0,0.0,55.0,5.1,0.0,5.1,0.0,
Taco Bell,Beef Burrito – Value Menu,43.0,17.0,1.9,0.5,0.0,20.0,970.0,5.1,0.4,0.3,1.2,
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,42.0,14.0,1.6,0.4,0.0,,880.0,5.6,0.7,0.3,1.0,
Taco Bell,Cheesy Roll Up – Value Menu,18.0,8.0,0.9,0.5,0.0,20.0,430.0,1.5,0.2,,0.9,
Taco Bell,Chicken Chipotle Melt – Value Menu,19.0,8.0,0.9,0.3,0.0,35.0,530.0,1.5,0.1,,1.2,
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,22.0,12.0,1.3,0.15,0.0,,250.0,2.4,0.2,0.2,0.2,
Taco Bell,Cinnamon Twists – Value Menu,17.0,5.0,0.6,0.0,0.0,0.0,210.0,2.7,,1.3,0.1,
Taco Bell,Loaded Nacho Taco – Value Menu,25.0,11.0,1.2,0.45,0.0,25.0,610.0,2.4,0.3,0.2,1.0,
Taco Bell,Bean Burrito,35.0,8.0,0.9,0.35,0.0,5.0,1000.0,5.4,1.1,0.3,1.3,
Taco Bell,Black Bean Chalupa,33.0,14.0,1.5,0.3,0.0,10.0,430.0,3.9,0.5,0.3,1.0,
Taco Bell,Black Bean Crunchwrap Supreme,51.0,16.0,1.7,0.45,0.0,5.0,1080.0,7.7,0.8,0.6,1.3,
Taco Bell,Black Bean Quesarito,63.0,27.0,2.9,1.0,0.0,35.0,1260.0,7.3,0.7,0.5,1.9,
Taco Bell,Black Beans & Rice,17.0,3.0,0.35,0.0,0.0,0.0,320.0,3.1,0.4,0.0,0.4,
Taco Bell,Cheese Quesadilla,47.0,23.0,2.5,1.2,0.05,50.0,990.0,3.7,0.4,0.2,1.9,
Taco Bell,Cheesy Bean & Rice Burrito,42.0,14.0,1.6,0.4,0.0,,880.0,5.6,0.7,0.3,1.0,
Taco Bell,Cheesy Roll Up,18.0,8.0,0.9,0.5,0.0,20.0,430.0,1.5,0.2,,0.9,
Taco Bell,Chips and Nacho Cheese Sauce,22.0,12.0,1.3,0.15,0.0,,250.0,2.4,0.2,0.2,0.2,
Taco Bell,Cinnabon® Delights™ (2 Pack),16.0,8.0,0.9,0.2,0.0,5.0,80.0,1.7,0.0,1.0,0.2,
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),93.0,48.0,5.3,1.3,0.2,40.0,480.0,10.4,0.3,5.9,0.9,
Taco Bell,Cinnamon Twists,17.0,5.0,0.6,0.0,0.0,0.0,210.0,2.7,,1.3,0.1,
Taco Bell,Hash Brown,16.0,10.0,1.2,0.1,0.0,0.0,270.0,1.3,0.2,0.0,0.1,
Taco Bell,Power Menu Bowl – Veggie,43.0,16.0,1.7,0.5,0.0,20.0,810.0,5.7,1.0,0.2,1.2,
Taco Bell,Power Menu Bowl – Chicken,47.0,17.0,1.9,0.6,0.0,70.0,1200.0,5.0,0.7,0.2,2.6,
Taco Bell,Power Menu Bowl – Steak,48.0,18.0,2.0,0.7,0.0,60.0,1150.0,5.1,0.7,0.2,2.5,
Taco Bell,Power Menu Bowl – Veggie (V),43.0,16.0,1.7,0.5,0.0,20.0,810.0,5.7,1.0,0.2,1.2,
Taco Bell,Breakfast Crunchwrap – Bacon,67.0,37.0,4.1,1.2,0.0,140.0,1270.0,5.0,0.4,0.3,2.1,
Taco Bell,Breakfast Crunchwrap – Sausage,72.0,43.0,4.7,1.5,0.0,145.0,1210.0,5.1,0.4,0.3,2.1,
Taco Bell,Breakfast Crunchwrap – Steak,66.0,35.0,3.8,1.2,0.0,145.0,1300.0,5.1,0.4,0.3,2.4,
Taco Bell,Breakfast Salsa Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,50.0,,0.0,0.0,0.0,
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,35.0,15.0,1.6,0.45,0.0,115.0,870.0,3.6,0.2,0.3,1.3,
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),34.0,13.0,1.4,0.35,0.0,100.0,750.0,4.3,0.3,0.3,1.0,
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,34.0,16.0,1.7,0.5,0.0,110.0,730.0,3.6,0.2,0.3,1.1,
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),16.0,8.0,0.9,0.2,0.0,5.0,80.0,1.7,0.0,1.0,0.2,
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),93.0,48.0,5.3,1.3,0.2,40.0,480.0,10.4,0.3,5.9,0.9,
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,56.0,27.0,3.0,1.0,0.0,230.0,1290.0,4.9,0.4,0.3,2.4,
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,56.0,28.0,3.1,1.0,0.0,230.0,1150.0,4.9,0.4,0.3,2.2,
Taco Bell,Grande Toasted Breakfast Burrito – Steak,56.0,25.0,2.8,0.9,0.0,240.0,1310.0,5.0,0.4,0.3,2.7,
Taco Bell,Hash Brown (V),16.0,10.0,1.2,0.1,0.0,0.0,270.0,1.3,0.2,0.0,0.1,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,57.0,30.0,3.3,1.0,0.0,135.0,1270.0,4.9,0.4,0.2,2.1,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,57.0,30.0,3.4,1.0,0.0,130.0,1130.0,4.9,0.4,0.2,1.8,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,57.0,27.0,3.0,0.9,0.0,140.0,1290.0,5.0,0.4,0.2,2.4,
Taco Bell,7-Up (16 fl oz),19.0,,,,,70.0,46.0,,,4.6,,
Taco Bell,Brisk® Mango Iced Tea (16 fl oz),10.0,,,,,50.0,26.0,,,2.6,,
